,cell_name,cell_fate,cell_hours_at_fate,sister_name,sister_fate,sister_hours_at_fate,coinciding_fate,hours_difference_to_fate,memory,treatment
11448,1l-1.1.2.2.1,division,25.0,1l-1.1.2.2.2,division,25.0,True,0.0,0.9,Control
11449,1l-1.1.2.2.1.1,migration,14.0,1l-1.1.2.2.1.2,migration,14.0,True,0.0,0.9,Control
11450,1l-1.1.2.2.2.1,migration,14.0,1l-1.1.2.2.2.2,migration,14.0,True,0.0,0.9,Control
11451,1l-1.2.1,division,25.0,1l-1.2.2,division,25.0,True,0.0,0.9,Control
11452,1l-1.2.1.1,division,25.0,1l-1.2.1.2,division,25.0,True,0.0,0.9,Control
11453,1l-1.2.1.1.1,division,25.0,1l-1.2.1.1.2,division,25.0,True,0.0,0.9,Control
11454,1l-1.2.1.1.1.1,migration,14.0,1l-1.2.1.1.1.2,migration,14.0,True,0.0,0.9,Control
11455,1l-1.2.1.1.2.1,migration,14.0,1l-1.2.1.1.2.2,migration,14.0,True,0.0,0.9,Control
11456,1l-1.2.1.2.1,division,25.0,1l-1.2.1.2.2,division,25.0,True,0.0,0.9,Control
11457,1l-1.2.1.2.1.1,migration,14.0,1l-1.2.1.2.1.2,migration,14.0,True,0.0,0.9,Control
11458,1l-1.2.1.2.2.1,migration,14.0,1l-1.2.1.2.2.2,migration,14.0,True,0.0,0.9,Control
11459,1l-1.2.2.1,division,25.0,1l-1.2.2.2,division,25.0,True,0.0,0.9,Control
11460,1l-1.2.2.1.1,division,25.0,1l-1.2.2.1.2,division,25.0,True,0.0,0.9,Control
11461,1l-1.2.2.1.1.1,migration,14.0,1l-1.2.2.1.1.2,migration,14.0,True,0.0,0.9,Control
11462,1l-1.2.2.1.2.1,migration,14.0,1l-1.2.2.1.2.2,migration,14.0,True,0.0,0.9,Control
11463,1l-1.2.2.2.1,division,25.0,1l-1.2.2.2.2,division,25.0,True,0.0,0.9,Control
11464,1l-1.2.2.2.1.1,migration,14.0,1l-1.2.2.2.1.2,migration,14.0,True,0.0,0.9,Control
11465,1l-1.2.2.2.2.1,migration,14.0,1l-1.2.2.2.2.2,migration,14.0,True,0.0,0.9,Control
11466,1m-1.1,division,29.0,1m-1.2,division,29.0,True,0.0,0.9,Control
11467,1m-1.1.1,division,29.0,1m-1.1.2,division,29.0,True,0.0,0.9,Control
11468,1m-1.1.1.1,division,29.0,1m-1.1.1.2,division,29.0,True,0.0,0.9,Control
11469,1m-1.1.1.1.1,migration,24.0,1m-1.1.1.1.2,migration,24.0,True,0.0,0.9,Control
11470,1m-1.1.1.2.1,migration,24.0,1m-1.1.1.2.2,migration,24.0,True,0.0,0.9,Control
11471,1m-1.1.2.1,division,29.0,1m-1.1.2.2,division,29.0,True,0.0,0.9,Control
11472,1m-1.1.2.1.1,migration,24.0,1m-1.1.2.1.2,migration,24.0,True,0.0,0.9,Control
11473,1m-1.1.2.2.1,migration,24.0,1m-1.1.2.2.2,migration,24.0,True,0.0,0.9,Control
11474,1m-1.2.1,division,30.0,1m-1.2.2,division,29.0,True,1.0,0.9,Control
11475,1m-1.2.1.1,division,29.0,1m-1.2.1.2,division,30.0,True,1.0,0.9,Control
11476,1m-1.2.1.1.1,migration,23.0,1m-1.2.1.1.2,migration,23.0,True,0.0,0.9,Control
11477,1m-1.2.1.2.1,migration,22.0,1m-1.2.1.2.2,migration,22.0,True,0.0,0.9,Control
11478,1m-1.2.2.1,division,30.0,1m-1.2.2.2,division,29.0,True,1.0,0.9,Control
11479,1m-1.2.2.1.1,migration,23.0,1m-1.2.2.1.2,migration,23.0,True,0.0,0.9,Control
11480,1m-1.2.2.2.1,migration,24.0,1m-1.2.2.2.2,migration,24.0,True,0.0,0.9,Control
11481,1n-1.1,division,29.0,1n-1.2,division,29.0,True,0.0,0.9,Control
11482,1n-1.1.1,division,28.0,1n-1.1.2,division,28.0,True,0.0,0.9,Control
11483,1n-1.1.1.1,division,28.0,1n-1.1.1.2,division,29.0,True,1.0,0.9,Control
11484,1n-1.1.1.1.1,migration,26.0,1n-1.1.1.1.2,migration,26.0,True,0.0,0.9,Control
11485,1n-1.1.1.2.1,migration,25.0,1n-1.1.1.2.2,migration,25.0,True,0.0,0.9,Control
11486,1n-1.1.2.1,division,28.0,1n-1.1.2.2,division,29.0,True,1.0,0.9,Control
11487,1n-1.1.2.1.1,migration,26.0,1n-1.1.2.1.2,migration,26.0,True,0.0,0.9,Control
11488,1n-1.1.2.2.1,migration,25.0,1n-1.1.2.2.2,migration,25.0,True,0.0,0.9,Control
11489,1n-1.2.1,division,29.0,1n-1.2.2,division,29.0,True,0.0,0.9,Control
11490,1n-1.2.1.1,division,29.0,1n-1.2.1.2,division,29.0,True,0.0,0.9,Control
11491,1n-1.2.1.1.1,migration,24.0,1n-1.2.1.1.2,migration,24.0,True,0.0,0.9,Control
11492,1n-1.2.1.2.1,migration,24.0,1n-1.2.1.2.2,migration,24.0,True,0.0,0.9,Control
11493,1n-1.2.2.1,division,29.0,1n-1.2.2.2,division,29.0,True,0.0,0.9,Control
11494,1n-1.2.2.1.1,migration,24.0,1n-1.2.2.1.2,migration,24.0,True,0.0,0.9,Control
11495,1n-1.2.2.2.1,migration,24.0,1n-1.2.2.2.2,migration,24.0,True,0.0,0.9,Control
11496,1o-1.1,division,22.0,1o-1.2,division,22.0,True,0.0,0.9,Control
11497,1o-1.1.1,division,22.0,1o-1.1.2,division,22.0,True,0.0,0.9,Control
11498,1o-1.1.1.1,division,22.0,1o-1.1.1.2,division,21.0,True,1.0,0.9,Control
11499,1o-1.1.1.1.1,division,22.0,1o-1.1.1.1.2,division,21.0,True,1.0,0.9,Control
11500,1o-1.1.1.1.1.1,division,22.0,1o-1.1.1.1.1.2,division,22.0,True,0.0,0.9,Control
11501,1o-1.1.1.1.1.1.1,migration,6.0,1o-1.1.1.1.1.1.2,migration,6.0,True,0.0,0.9,Control
11502,1o-1.1.1.1.1.2.1,migration,6.0,1o-1.1.1.1.1.2.2,migration,6.0,True,0.0,0.9,Control
11503,1o-1.1.1.1.2.1,division,21.0,1o-1.1.1.1.2.2,division,21.0,True,0.0,0.9,Control
11504,1o-1.1.1.1.2.1.1,migration,8.0,1o-1.1.1.1.2.1.2,migration,8.0,True,0.0,0.9,Control
11505,1o-1.1.1.1.2.2.1,migration,8.0,1o-1.1.1.1.2.2.2,migration,8.0,True,0.0,0.9,Control
11506,1o-1.1.1.2.1,division,21.0,1o-1.1.1.2.2,division,21.0,True,0.0,0.9,Control
11507,1o-1.1.1.2.1.1,division,21.0,1o-1.1.1.2.1.2,division,21.0,True,0.0,0.9,Control
11508,1o-1.1.1.2.1.1.1,migration,9.0,1o-1.1.1.2.1.1.2,migration,9.0,True,0.0,0.9,Control
11509,1o-1.1.1.2.1.2.1,migration,9.0,1o-1.1.1.2.1.2.2,migration,9.0,True,0.0,0.9,Control
11510,1o-1.1.1.2.2.1,division,22.0,1o-1.1.1.2.2.2,division,22.0,True,0.0,0.9,Control
11511,1o-1.1.1.2.2.1.1,migration,8.0,1o-1.1.1.2.2.1.2,migration,8.0,True,0.0,0.9,Control
11512,1o-1.1.1.2.2.2.1,migration,8.0,1o-1.1.1.2.2.2.2,migration,8.0,True,0.0,0.9,Control
11513,1o-1.1.2.1,division,21.0,1o-1.1.2.2,division,22.0,True,1.0,0.9,Control
11514,1o-1.1.2.1.1,division,22.0,1o-1.1.2.1.2,division,21.0,True,1.0,0.9,Control
11515,1o-1.1.2.1.1.1,division,22.0,1o-1.1.2.1.1.2,division,22.0,True,0.0,0.9,Control
11516,1o-1.1.2.1.1.1.1,migration,7.0,1o-1.1.2.1.1.1.2,migration,7.0,True,0.0,0.9,Control
11517,1o-1.1.2.1.1.2.1,migration,7.0,1o-1.1.2.1.1.2.2,migration,7.0,True,0.0,0.9,Control
11518,1o-1.1.2.1.2.1,division,21.0,1o-1.1.2.1.2.2,division,21.0,True,0.0,0.9,Control
11519,1o-1.1.2.1.2.1.1,migration,9.0,1o-1.1.2.1.2.1.2,migration,9.0,True,0.0,0.9,Control
11520,1o-1.1.2.1.2.2.1,migration,9.0,1o-1.1.2.1.2.2.2,migration,9.0,True,0.0,0.9,Control
11521,1o-1.1.2.2.1,division,22.0,1o-1.1.2.2.2,division,22.0,True,0.0,0.9,Control
11522,1o-1.1.2.2.1.1,division,21.0,1o-1.1.2.2.1.2,division,21.0,True,0.0,0.9,Control
11523,1o-1.1.2.2.1.1.1,migration,7.0,1o-1.1.2.2.1.1.2,migration,7.0,True,0.0,0.9,Control
11524,1o-1.1.2.2.1.2.1,migration,7.0,1o-1.1.2.2.1.2.2,migration,7.0,True,0.0,0.9,Control
11525,1o-1.1.2.2.2.1,division,22.0,1o-1.1.2.2.2.2,division,22.0,True,0.0,0.9,Control
11526,1o-1.1.2.2.2.1.1,migration,6.0,1o-1.1.2.2.2.1.2,migration,6.0,True,0.0,0.9,Control
11527,1o-1.1.2.2.2.2.1,migration,6.0,1o-1.1.2.2.2.2.2,migration,6.0,True,0.0,0.9,Control
11528,1o-1.2.1,division,22.0,1o-1.2.2,division,22.0,True,0.0,0.9,Control
11529,1o-1.2.1.1,division,22.0,1o-1.2.1.2,division,22.0,True,0.0,0.9,Control
11530,1o-1.2.1.1.1,division,22.0,1o-1.2.1.1.2,division,22.0,True,0.0,0.9,Control
11531,1o-1.2.1.1.1.1,division,22.0,1o-1.2.1.1.1.2,division,22.0,True,0.0,0.9,Control
11532,1o-1.2.1.1.1.1.1,migration,6.0,1o-1.2.1.1.1.1.2,migration,6.0,True,0.0,0.9,Control
11533,1o-1.2.1.1.1.2.1,migration,6.0,1o-1.2.1.1.1.2.2,migration,6.0,True,0.0,0.9,Control
11534,1o-1.2.1.1.2.1,division,22.0,1o-1.2.1.1.2.2,division,22.0,True,0.0,0.9,Control
11535,1o-1.2.1.1.2.1.1,migration,6.0,1o-1.2.1.1.2.1.2,migration,6.0,True,0.0,0.9,Control
11536,1o-1.2.1.1.2.2.1,migration,6.0,1o-1.2.1.1.2.2.2,migration,6.0,True,0.0,0.9,Control
11537,1o-1.2.1.2.1,division,22.0,1o-1.2.1.2.2,division,22.0,True,0.0,0.9,Control
11538,1o-1.2.1.2.1.1,division,21.0,1o-1.2.1.2.1.2,division,21.0,True,0.0,0.9,Control
11539,1o-1.2.1.2.1.1.1,migration,7.0,1o-1.2.1.2.1.1.2,migration,7.0,True,0.0,0.9,Control
11540,1o-1.2.1.2.1.2.1,migration,7.0,1o-1.2.1.2.1.2.2,migration,7.0,True,0.0,0.9,Control
11541,1o-1.2.1.2.2.1,division,21.0,1o-1.2.1.2.2.2,division,22.0,True,1.0,0.9,Control
11542,1o-1.2.1.2.2.1.1,migration,7.0,1o-1.2.1.2.2.1.2,migration,7.0,True,0.0,0.9,Control
11543,1o-1.2.1.2.2.2.1,migration,6.0,1o-1.2.1.2.2.2.2,migration,6.0,True,0.0,0.9,Control
11544,1o-1.2.2.1,division,22.0,1o-1.2.2.2,division,22.0,True,0.0,0.9,Control
11545,1o-1.2.2.1.1,division,22.0,1o-1.2.2.1.2,division,22.0,True,0.0,0.9,Control
11546,1o-1.2.2.1.1.1,division,22.0,1o-1.2.2.1.1.2,division,22.0,True,0.0,0.9,Control
11547,1o-1.2.2.1.1.1.1,migration,6.0,1o-1.2.2.1.1.1.2,migration,6.0,True,0.0,0.9,Control
11548,1o-1.2.2.1.1.2.1,migration,6.0,1o-1.2.2.1.1.2.2,migration,6.0,True,0.0,0.9,Control
11549,1o-1.2.2.1.2.1,division,22.0,1o-1.2.2.1.2.2,division,21.0,True,1.0,0.9,Control
11550,1o-1.2.2.1.2.1.1,migration,6.0,1o-1.2.2.1.2.1.2,migration,6.0,True,0.0,0.9,Control
11551,1o-1.2.2.1.2.2.1,migration,7.0,1o-1.2.2.1.2.2.2,migration,7.0,True,0.0,0.9,Control
11552,1o-1.2.2.2.1,division,22.0,1o-1.2.2.2.2,division,22.0,True,0.0,0.9,Control
11553,1o-1.2.2.2.1.1,division,22.0,1o-1.2.2.2.1.2,division,22.0,True,0.0,0.9,Control
11554,1o-1.2.2.2.1.1.1,migration,6.0,1o-1.2.2.2.1.1.2,migration,6.0,True,0.0,0.9,Control
11555,1o-1.2.2.2.1.2.1,migration,6.0,1o-1.2.2.2.1.2.2,migration,6.0,True,0.0,0.9,Control
11556,1o-1.2.2.2.2.1,division,22.0,1o-1.2.2.2.2.2,division,22.0,True,0.0,0.9,Control
11557,1o-1.2.2.2.2.1.1,migration,6.0,1o-1.2.2.2.2.1.2,migration,6.0,True,0.0,0.9,Control
11558,1o-1.2.2.2.2.2.1,migration,6.0,1o-1.2.2.2.2.2.2,migration,6.0,True,0.0,0.9,Control
11559,1p-1.1,division,26.0,1p-1.2,division,26.0,True,0.0,0.9,Control
11560,1p-1.1.1,division,27.0,1p-1.1.2,division,27.0,True,0.0,0.9,Control
11561,1p-1.1.1.1,division,27.0,1p-1.1.1.2,division,27.0,True,0.0,0.9,Control
11562,1p-1.1.1.1.1,division,27.0,1p-1.1.1.1.2,division,27.0,True,0.0,0.9,Control
11563,1p-1.1.1.1.1.1,migration,6.0,1p-1.1.1.1.1.2,migration,6.0,True,0.0,0.9,Control
11564,1p-1.1.1.1.2.1,migration,6.0,1p-1.1.1.1.2.2,migration,6.0,True,0.0,0.9,Control
11565,1p-1.1.1.2.1,division,27.0,1p-1.1.1.2.2,division,27.0,True,0.0,0.9,Control
11566,1p-1.1.1.2.1.1,migration,6.0,1p-1.1.1.2.1.2,migration,6.0,True,0.0,0.9,Control
11567,1p-1.1.1.2.2.1,migration,6.0,1p-1.1.1.2.2.2,migration,6.0,True,0.0,0.9,Control
11568,1p-1.1.2.1,division,26.0,1p-1.1.2.2,division,27.0,True,1.0,0.9,Control
11569,1p-1.1.2.1.1,division,26.0,1p-1.1.2.1.2,division,26.0,True,0.0,0.9,Control
11570,1p-1.1.2.1.1.1,migration,8.0,1p-1.1.2.1.1.2,migration,8.0,True,0.0,0.9,Control
11571,1p-1.1.2.1.2.1,migration,8.0,1p-1.1.2.1.2.2,migration,8.0,True,0.0,0.9,Control
11572,1p-1.1.2.2.1,division,26.0,1p-1.1.2.2.2,division,27.0,True,1.0,0.9,Control
11573,1p-1.1.2.2.1.1,migration,7.0,1p-1.1.2.2.1.2,migration,7.0,True,0.0,0.9,Control
11574,1p-1.1.2.2.2.1,migration,6.0,1p-1.1.2.2.2.2,migration,6.0,True,0.0,0.9,Control
11575,1p-1.2.1,division,26.0,1p-1.2.2,division,26.0,True,0.0,0.9,Control
11576,1p-1.2.1.1,division,26.0,1p-1.2.1.2,division,26.0,True,0.0,0.9,Control
11577,1p-1.2.1.1.1,division,26.0,1p-1.2.1.1.2,division,26.0,True,0.0,0.9,Control
11578,1p-1.2.1.1.1.1,migration,9.0,1p-1.2.1.1.1.2,migration,9.0,True,0.0,0.9,Control
11579,1p-1.2.1.1.2.1,migration,9.0,1p-1.2.1.1.2.2,migration,9.0,True,0.0,0.9,Control
11580,1p-1.2.1.2.1,division,26.0,1p-1.2.1.2.2,division,26.0,True,0.0,0.9,Control
11581,1p-1.2.1.2.1.1,migration,9.0,1p-1.2.1.2.1.2,migration,9.0,True,0.0,0.9,Control
11582,1p-1.2.1.2.2.1,migration,9.0,1p-1.2.1.2.2.2,migration,9.0,True,0.0,0.9,Control
11583,1p-1.2.2.1,division,26.0,1p-1.2.2.2,division,26.0,True,0.0,0.9,Control
11584,1p-1.2.2.1.1,division,26.0,1p-1.2.2.1.2,division,26.0,True,0.0,0.9,Control
11585,1p-1.2.2.1.1.1,migration,9.0,1p-1.2.2.1.1.2,migration,9.0,True,0.0,0.9,Control
11586,1p-1.2.2.1.2.1,migration,9.0,1p-1.2.2.1.2.2,migration,9.0,True,0.0,0.9,Control
11587,1p-1.2.2.2.1,division,26.0,1p-1.2.2.2.2,division,26.0,True,0.0,0.9,Control
11588,1p-1.2.2.2.1.1,migration,9.0,1p-1.2.2.2.1.2,migration,9.0,True,0.0,0.9,Control
11589,1p-1.2.2.2.2.1,migration,9.0,1p-1.2.2.2.2.2,migration,9.0,True,0.0,0.9,Control
11590,1q-1.1,division,16.0,1q-1.2,division,15.0,True,1.0,0.9,Control
11591,1q-1.1.1,division,17.0,1q-1.1.2,division,13.0,True,4.0,0.9,Control
11592,1q-1.1.1.1,division,16.0,1q-1.1.1.2,division,15.0,True,1.0,0.9,Control
11593,1q-1.1.1.1.1,division,17.0,1q-1.1.1.1.2,division,16.0,True,1.0,0.9,Control
11594,1q-1.1.1.1.1.1,division,17.0,1q-1.1.1.1.1.2,division,17.0,True,0.0,0.9,Control
11595,1q-1.1.1.1.1.1.1,division,17.0,1q-1.1.1.1.1.1.2,division,17.0,True,0.0,0.9,Control
11596,1q-1.1.1.1.1.1.1.1,division,17.0,1q-1.1.1.1.1.1.1.2,division,16.0,True,1.0,0.9,Control
11597,1q-1.1.1.1.1.1.1.1.1,migration,4.0,1q-1.1.1.1.1.1.1.1.2,migration,4.0,True,0.0,0.9,Control
11598,1q-1.1.1.1.1.1.1.2.1,migration,5.0,1q-1.1.1.1.1.1.1.2.2,migration,5.0,True,0.0,0.9,Control
11599,1q-1.1.1.1.1.1.2.1,division,16.0,1q-1.1.1.1.1.1.2.2,division,15.0,True,1.0,0.9,Control
11600,1q-1.1.1.1.1.1.2.1.1,migration,5.0,1q-1.1.1.1.1.1.2.1.2,migration,5.0,True,0.0,0.9,Control
11601,1q-1.1.1.1.1.1.2.2.1,migration,6.0,1q-1.1.1.1.1.1.2.2.2,migration,6.0,True,0.0,0.9,Control
11602,1q-1.1.1.1.1.2.1,division,17.0,1q-1.1.1.1.1.2.2,division,17.0,True,0.0,0.9,Control
11603,1q-1.1.1.1.1.2.1.1,division,16.0,1q-1.1.1.1.1.2.1.2,division,17.0,True,1.0,0.9,Control
11604,1q-1.1.1.1.1.2.1.1.1,migration,5.0,1q-1.1.1.1.1.2.1.1.2,migration,5.0,True,0.0,0.9,Control
11605,1q-1.1.1.1.1.2.1.2.1,migration,4.0,1q-1.1.1.1.1.2.1.2.2,migration,4.0,True,0.0,0.9,Control
11606,1q-1.1.1.1.1.2.2.1,division,17.0,1q-1.1.1.1.1.2.2.2,division,17.0,True,0.0,0.9,Control
11607,1q-1.1.1.1.1.2.2.1.1,migration,4.0,1q-1.1.1.1.1.2.2.1.2,migration,4.0,True,0.0,0.9,Control
11608,1q-1.1.1.1.1.2.2.2.1,migration,4.0,1q-1.1.1.1.1.2.2.2.2,migration,4.0,True,0.0,0.9,Control
11609,1q-1.1.1.1.2.1,division,16.0,1q-1.1.1.1.2.2,division,17.0,True,1.0,0.9,Control
11610,1q-1.1.1.1.2.1.1,division,15.0,1q-1.1.1.1.2.1.2,division,14.0,True,1.0,0.9,Control
11611,1q-1.1.1.1.2.1.1.1,division,15.0,1q-1.1.1.1.2.1.1.2,division,15.0,True,0.0,0.9,Control
11612,1q-1.1.1.1.2.1.1.1.1,migration,10.0,1q-1.1.1.1.2.1.1.1.2,migration,10.0,True,0.0,0.9,Control
11613,1q-1.1.1.1.2.1.1.2.1,migration,10.0,1q-1.1.1.1.2.1.1.2.2,migration,10.0,True,0.0,0.9,Control
11614,1q-1.1.1.1.2.1.2.1,division,16.0,1q-1.1.1.1.2.1.2.2,division,14.0,True,2.0,0.9,Control
11615,1q-1.1.1.1.2.1.2.1.1,migration,10.0,1q-1.1.1.1.2.1.2.1.2,migration,10.0,True,0.0,0.9,Control
11616,1q-1.1.1.1.2.1.2.2.1,migration,12.0,1q-1.1.1.1.2.1.2.2.2,migration,12.0,True,0.0,0.9,Control
11617,1q-1.1.1.1.2.2.1,division,18.0,1q-1.1.1.1.2.2.2,division,16.0,True,2.0,0.9,Control
11618,1q-1.1.1.1.2.2.1.1,division,17.0,1q-1.1.1.1.2.2.1.2,division,18.0,True,1.0,0.9,Control
11619,1q-1.1.1.1.2.2.1.1.1,migration,4.0,1q-1.1.1.1.2.2.1.1.2,migration,4.0,True,0.0,0.9,Control
11620,1q-1.1.1.1.2.2.1.2.1,migration,3.0,1q-1.1.1.1.2.2.1.2.2,migration,3.0,True,0.0,0.9,Control
11621,1q-1.1.1.1.2.2.2.1,division,17.0,1q-1.1.1.1.2.2.2.2,division,17.0,True,0.0,0.9,Control
11622,1q-1.1.1.1.2.2.2.1.1,migration,6.0,1q-1.1.1.1.2.2.2.1.2,migration,6.0,True,0.0,0.9,Control
11623,1q-1.1.1.1.2.2.2.2.1,migration,6.0,1q-1.1.1.1.2.2.2.2.2,migration,6.0,True,0.0,0.9,Control
11624,1q-1.1.1.2.1,division,16.0,1q-1.1.1.2.2,division,16.0,True,0.0,0.9,Control
11625,1q-1.1.1.2.1.1,division,14.0,1q-1.1.1.2.1.2,division,16.0,True,2.0,0.9,Control
11626,1q-1.1.1.2.1.1.1,division,15.0,1q-1.1.1.2.1.1.2,division,16.0,True,1.0,0.9,Control
11627,1q-1.1.1.2.1.1.1.1,division,15.0,1q-1.1.1.2.1.1.1.2,division,17.0,True,2.0,0.9,Control
11628,1q-1.1.1.2.1.1.1.1.1,migration,13.0,1q-1.1.1.2.1.1.1.1.2,migration,13.0,True,0.0,0.9,Control
11629,1q-1.1.1.2.1.1.1.2.1,migration,11.0,1q-1.1.1.2.1.1.1.2.2,migration,11.0,True,0.0,0.9,Control
11630,1q-1.1.1.2.1.1.2.1,division,16.0,1q-1.1.1.2.1.1.2.2,division,17.0,True,1.0,0.9,Control
11631,1q-1.1.1.2.1.1.2.1.1,migration,11.0,1q-1.1.1.2.1.1.2.1.2,migration,11.0,True,0.0,0.9,Control
11632,1q-1.1.1.2.1.1.2.2.1,migration,10.0,1q-1.1.1.2.1.1.2.2.2,migration,10.0,True,0.0,0.9,Control
11633,1q-1.1.1.2.1.2.1,division,17.0,1q-1.1.1.2.1.2.2,division,14.0,True,3.0,0.9,Control
11634,1q-1.1.1.2.1.2.1.1,division,17.0,1q-1.1.1.2.1.2.1.2,division,17.0,True,0.0,0.9,Control
11635,1q-1.1.1.2.1.2.1.1.1,migration,7.0,1q-1.1.1.2.1.2.1.1.2,migration,7.0,True,0.0,0.9,Control
11636,1q-1.1.1.2.1.2.1.2.1,migration,7.0,1q-1.1.1.2.1.2.1.2.2,migration,7.0,True,0.0,0.9,Control
11637,1q-1.1.1.2.1.2.2.1,division,16.0,1q-1.1.1.2.1.2.2.2,division,15.0,True,1.0,0.9,Control
11638,1q-1.1.1.2.1.2.2.1.1,migration,11.0,1q-1.1.1.2.1.2.2.1.2,migration,11.0,True,0.0,0.9,Control
11639,1q-1.1.1.2.1.2.2.2.1,migration,12.0,1q-1.1.1.2.1.2.2.2.2,migration,12.0,True,0.0,0.9,Control
11640,1q-1.1.1.2.2.1,division,16.0,1q-1.1.1.2.2.2,division,16.0,True,0.0,0.9,Control
11641,1q-1.1.1.2.2.1.1,division,16.0,1q-1.1.1.2.2.1.2,division,15.0,True,1.0,0.9,Control
11642,1q-1.1.1.2.2.1.1.1,division,17.0,1q-1.1.1.2.2.1.1.2,division,16.0,True,1.0,0.9,Control
11643,1q-1.1.1.2.2.1.1.1.1,migration,8.0,1q-1.1.1.2.2.1.1.1.2,migration,8.0,True,0.0,0.9,Control
11644,1q-1.1.1.2.2.1.1.2.1,migration,9.0,1q-1.1.1.2.2.1.1.2.2,migration,9.0,True,0.0,0.9,Control
11645,1q-1.1.1.2.2.1.2.1,division,13.0,1q-1.1.1.2.2.1.2.2,division,15.0,True,2.0,0.9,Control
11646,1q-1.1.1.2.2.1.2.1.1,migration,13.0,1q-1.1.1.2.2.1.2.1.2,migration,13.0,True,0.0,0.9,Control
11647,1q-1.1.1.2.2.1.2.2.1,migration,11.0,1q-1.1.1.2.2.1.2.2.2,migration,11.0,True,0.0,0.9,Control
11648,1q-1.1.1.2.2.2.1,division,16.0,1q-1.1.1.2.2.2.2,division,16.0,True,0.0,0.9,Control
11649,1q-1.1.1.2.2.2.1.1,division,17.0,1q-1.1.1.2.2.2.1.2,division,16.0,True,1.0,0.9,Control
11650,1q-1.1.1.2.2.2.1.1.1,migration,8.0,1q-1.1.1.2.2.2.1.1.2,migration,8.0,True,0.0,0.9,Control
11651,1q-1.1.1.2.2.2.1.2.1,migration,9.0,1q-1.1.1.2.2.2.1.2.2,migration,9.0,True,0.0,0.9,Control
11652,1q-1.1.1.2.2.2.2.1,division,15.0,1q-1.1.1.2.2.2.2.2,division,17.0,True,2.0,0.9,Control
11653,1q-1.1.1.2.2.2.2.1.1,migration,10.0,1q-1.1.1.2.2.2.2.1.2,migration,10.0,True,0.0,0.9,Control
11654,1q-1.1.1.2.2.2.2.2.1,migration,8.0,1q-1.1.1.2.2.2.2.2.2,migration,8.0,True,0.0,0.9,Control
11655,1q-1.1.2.1,division,15.0,1q-1.1.2.2,division,13.0,True,2.0,0.9,Control
11656,1q-1.1.2.1.1,division,15.0,1q-1.1.2.1.2,division,15.0,True,0.0,0.9,Control
11657,1q-1.1.2.1.1.1,division,14.0,1q-1.1.2.1.1.2,division,15.0,True,1.0,0.9,Control
11658,1q-1.1.2.1.1.1.1,division,15.0,1q-1.1.2.1.1.1.2,division,15.0,True,0.0,0.9,Control
11659,1q-1.1.2.1.1.1.1.1,division,16.0,1q-1.1.2.1.1.1.1.2,division,14.0,True,2.0,0.9,Control
11660,1q-1.1.2.1.1.1.1.1.1,division,15.0,1q-1.1.2.1.1.1.1.1.2,division,16.0,True,1.0,0.9,Control
11661,1q-1.1.2.1.1.1.1.1.1.1,migration,1.0,1q-1.1.2.1.1.1.1.1.1.2,migration,1.0,True,0.0,0.9,Control
11662,1q-1.1.2.1.1.1.1.1.2.1,migration,0.0,1q-1.1.2.1.1.1.1.1.2.2,migration,0.0,True,0.0,0.9,Control
11663,1q-1.1.2.1.1.1.1.2.1,division,14.0,1q-1.1.2.1.1.1.1.2.2,division,14.0,True,0.0,0.9,Control
11664,1q-1.1.2.1.1.1.1.2.1.1,migration,4.0,1q-1.1.2.1.1.1.1.2.1.2,migration,4.0,True,0.0,0.9,Control
11665,1q-1.1.2.1.1.1.1.2.2.1,migration,4.0,1q-1.1.2.1.1.1.1.2.2.2,migration,4.0,True,0.0,0.9,Control
11666,1q-1.1.2.1.1.1.2.1,division,16.0,1q-1.1.2.1.1.1.2.2,division,16.0,True,0.0,0.9,Control
11667,1q-1.1.2.1.1.1.2.1.1,division,14.0,1q-1.1.2.1.1.1.2.1.2,division,16.0,True,2.0,0.9,Control
11668,1q-1.1.2.1.1.1.2.1.1.1,migration,2.0,1q-1.1.2.1.1.1.2.1.1.2,migration,2.0,True,0.0,0.9,Control
11669,1q-1.1.2.1.1.1.2.1.2.1,migration,0.0,1q-1.1.2.1.1.1.2.1.2.2,migration,0.0,True,0.0,0.9,Control
11670,1q-1.1.2.1.1.1.2.2.1,division,16.0,1q-1.1.2.1.1.1.2.2.2,division,16.0,True,0.0,0.9,Control
11671,1q-1.1.2.1.1.1.2.2.1.1,migration,0.0,1q-1.1.2.1.1.1.2.2.1.2,migration,0.0,True,0.0,0.9,Control
11672,1q-1.1.2.1.1.1.2.2.2.1,migration,0.0,1q-1.1.2.1.1.1.2.2.2.2,migration,0.0,True,0.0,0.9,Control
11673,1q-1.1.2.1.1.2.1,division,15.0,1q-1.1.2.1.1.2.2,division,17.0,True,2.0,0.9,Control
11674,1q-1.1.2.1.1.2.1.1,division,16.0,1q-1.1.2.1.1.2.1.2,division,14.0,True,2.0,0.9,Control
11675,1q-1.1.2.1.1.2.1.1.1,division,16.0,1q-1.1.2.1.1.2.1.1.2,migration,16.0,False,0.0,0.9,Control
11676,1q-1.1.2.1.1.2.1.2.1,division,16.0,1q-1.1.2.1.1.2.1.2.2,division,15.0,True,1.0,0.9,Control
